"","q_n","date","ISPREAD","EEFR","RET","SMB","HML","MOM","VXO","CSPREAD","TERM","TED","CISS","ADS"
"1433",100,2010-12-03,2,9,11,9,11,10,5,2,2,5,2,6
"1434",100,2010-12-04,2,9,11,9,11,10,5,2,2,5,2,7
"1435",100,2010-12-05,2,9,11,9,11,10,5,2,2,5,2,6
"1436",100,2010-12-06,3,9,11,9,11,10,5,2,2,5,2,6
"1437",100,2010-12-07,2,9,11,10,11,10,5,2,2,5,2,6
"1438",100,2010-12-08,5,9,11,9,11,10,5,2,2,5,2,6
"1439",100,2010-12-09,5,9,11,9,11,10,4,2,2,5,2,6
"1440",100,2010-12-10,4,9,11,9,11,9,4,2,2,5,2,6
"1441",100,2010-12-11,4,9,11,9,11,9,4,2,2,5,2,6
"1442",100,2010-12-12,4,9,11,9,11,9,4,2,2,5,2,6
"1443",100,2010-12-13,3,9,11,9,12,10,4,2,2,5,2,6
"1444",100,2010-12-14,4,9,11,10,11,10,4,2,2,5,2,6
"1445",100,2010-12-15,5,9,11,9,10,10,4,2,2,6,2,6
"1446",100,2010-12-16,4,9,10,9,11,10,4,2,2,6,2,6
"1447",100,2010-12-17,4,9,11,9,11,10,4,2,2,5,2,6
"1448",100,2010-12-18,4,9,11,9,11,10,4,2,2,5,2,6
"1449",100,2010-12-19,4,9,11,9,11,10,4,2,2,5,2,6
"1450",100,2010-12-20,4,9,9,9,11,10,4,2,2,5,2,6
"1451",100,2010-12-21,4,9,10,9,11,10,4,2,2,5,2,6
"1452",100,2010-12-22,4,9,10,9,12,10,4,2,2,5,2,6
"1453",100,2010-12-23,4,9,10,11,11,10,4,2,2,5,2,6
"1454",100,2010-12-24,4,9,11,9,11,10,4,2,2,5,2,6
"1455",100,2010-12-25,4,9,11,9,11,10,4,2,2,5,2,6
"1456",100,2010-12-26,4,9,11,9,11,10,4,2,2,5,2,6
"1457",100,2010-12-27,4,9,9,9,11,10,4,2,2,5,2,6
"1458",100,2010-12-28,4,9,10,10,11,10,4,2,2,5,2,6
"1459",100,2010-12-29,4,9,11,10,11,10,4,2,2,5,2,6
"1460",100,2010-12-30,4,9,10,10,11,10,4,2,2,5,2,6
"1461",100,2010-12-31,4,9,10,10,11,10,4,2,2,5,2,6
"1462",101,2011-01-01,2,9,11,8,11,10,5,2,2,5,2,7
"1463",101,2011-01-02,2,9,11,8,11,10,5,2,2,5,2,6
"1464",101,2011-01-03,2,9,11,8,12,10,5,2,2,5,2,6
"1465",101,2011-01-04,2,9,11,8,11,10,5,2,2,5,2,6
"1466",101,2011-01-05,2,9,11,8,12,10,5,2,2,5,2,6
"1467",101,2011-01-06,2,9,11,8,11,10,5,2,2,5,2,6
"1468",101,2011-01-07,2,9,11,8,12,10,5,2,2,5,2,6
"1469",101,2011-01-08,2,9,11,8,12,10,5,2,2,5,2,6
"1470",101,2011-01-09,2,9,11,8,12,10,5,2,2,5,2,6
"1471",101,2011-01-10,2,9,11,8,11,10,5,2,2,5,2,6
"1472",101,2011-01-11,2,9,10,8,11,10,5,2,2,5,2,6
"1473",101,2011-01-12,2,9,11,8,11,10,5,2,2,5,2,6
"1474",101,2011-01-13,2,9,11,10,10,10,5,2,2,5,2,7
"1475",101,2011-01-14,2,9,11,10,12,10,5,2,2,5,2,7
"1476",101,2011-01-15,2,9,11,10,12,10,5,2,2,5,2,7
"1477",101,2011-01-16,2,9,11,10,12,10,5,2,2,5,2,8
"1478",101,2011-01-17,2,9,11,11,10,10,5,2,2,5,2,8
"1479",101,2011-01-18,2,9,11,10,12,10,5,2,2,5,2,7
"1480",101,2011-01-19,2,9,11,11,10,9,5,2,3,5,2,7
"1481",101,2011-01-20,2,9,11,10,10,9,5,2,3,5,2,7
"1482",101,2011-01-21,2,9,11,10,10,10,5,2,3,5,2,7
"1483",101,2011-01-22,2,9,11,10,10,10,5,2,3,5,2,7
"1484",101,2011-01-23,2,9,11,10,10,10,5,2,3,5,2,7
"1485",101,2011-01-24,3,9,11,10,12,10,5,2,3,5,2,7
"1486",101,2011-01-25,3,9,11,10,10,10,5,2,3,5,2,7
"1487",101,2011-01-26,3,9,10,10,11,10,5,2,3,5,2,7
"1488",101,2011-01-27,3,9,11,10,11,10,5,2,3,5,2,6
"1489",101,2011-01-28,3,9,11,10,11,10,5,2,3,5,2,7
"1490",101,2011-01-29,3,9,11,10,11,10,5,2,3,5,2,7
"1491",101,2011-01-30,3,9,11,10,11,10,5,2,3,5,2,7
"1492",101,2011-01-31,3,9,11,10,12,10,4,2,3,5,2,6
"1493",101,2011-02-01,3,9,11,10,11,10,4,2,3,5,2,6
"1494",101,2011-02-02,3,9,11,10,12,10,4,2,3,5,2,6
"1495",101,2011-02-03,3,9,11,10,12,10,4,2,3,5,2,6
"1496",101,2011-02-04,3,9,11,10,11,10,4,2,2,5,2,6
"1497",101,2011-02-05,3,9,11,10,11,10,4,2,2,5,2,7
"1498",101,2011-02-06,3,9,11,10,11,10,4,2,2,5,2,7
"1499",101,2011-02-07,3,9,11,10,10,10,4,2,2,5,2,6
"1500",101,2011-02-08,2,9,11,10,11,10,4,2,2,5,2,6
"1501",101,2011-02-09,2,9,11,10,11,10,4,2,2,5,2,6
"1502",101,2011-02-10,2,9,11,10,11,10,4,2,2,5,2,7
"1503",101,2011-02-11,2,9,11,10,11,10,4,2,2,5,2,7
"1504",101,2011-02-12,2,9,11,10,11,10,4,2,2,5,2,6
"1505",101,2011-02-13,2,9,11,10,11,10,4,2,2,5,2,7
"1506",101,2011-02-14,2,9,11,11,11,10,4,2,2,5,2,7
"1507",101,2011-02-15,2,9,11,10,10,10,4,2,2,5,2,6
"1508",101,2011-02-16,2,9,11,10,11,10,4,2,2,5,2,6
"1509",101,2011-02-17,2,9,11,10,12,10,4,2,2,5,2,7
"1510",101,2011-02-18,2,9,11,11,11,10,4,2,2,5,2,6
"1511",101,2011-02-19,2,9,11,11,11,10,4,2,2,5,2,7
"1512",101,2011-02-20,2,9,11,11,11,10,4,2,2,5,2,6
"1513",101,2011-02-21,2,9,11,11,11,10,4,2,2,5,2,6
"1514",101,2011-02-22,2,9,10,10,11,10,4,2,2,5,2,7
"1515",101,2011-02-23,2,9,11,10,11,10,4,2,2,5,2,6
"1516",101,2011-02-24,2,9,11,10,11,10,5,2,2,5,2,6
"1517",101,2011-02-25,2,9,11,10,11,10,5,2,2,5,2,6
"1518",101,2011-02-26,2,9,11,10,11,10,5,2,2,5,2,6
"1519",101,2011-02-27,2,9,11,10,11,10,5,2,2,5,2,7
"1520",101,2011-02-28,2,9,11,10,11,10,5,2,2,5,2,7
"1521",101,2011-03-01,2,9,10,10,12,10,5,2,2,5,2,6
"1522",101,2011-03-02,2,9,11,11,10,10,5,2,2,5,2,7
"1523",101,2011-03-03,2,9,11,10,11,10,5,2,2,5,2,7
"1524",101,2011-03-04,2,9,11,11,10,10,5,2,2,5,2,6
"1525",101,2011-03-05,2,9,11,11,10,10,5,2,2,5,2,6
"1526",101,2011-03-06,2,9,11,11,10,10,5,2,2,5,2,6
"1527",101,2011-03-07,2,9,11,10,10,10,5,2,2,5,2,6
"1528",101,2011-03-08,5,9,11,10,11,10,5,2,2,5,2,6
"1529",101,2011-03-09,5,9,11,10,11,10,5,2,2,5,2,6
"1530",101,2011-03-10,5,9,11,10,11,10,5,2,2,5,2,6
"1531",101,2011-03-11,3,9,11,11,10,10,5,2,2,5,2,6
"1532",101,2011-03-12,3,9,11,11,10,10,5,2,2,5,2,6
"1533",101,2011-03-13,3,9,11,11,10,10,5,2,2,5,2,7
"1534",101,2011-03-14,3,9,11,10,11,10,5,2,2,5,2,6
"1535",101,2011-03-15,5,9,10,11,11,10,5,2,2,5,2,6
"1536",101,2011-03-16,4,9,11,10,11,10,5,2,2,5,2,6
"1537",101,2011-03-17,4,9,11,10,10,10,5,2,2,5,2,7
"1538",101,2011-03-18,4,9,11,10,11,10,5,2,2,5,2,6
"1539",101,2011-03-19,4,9,11,10,11,10,5,2,2,5,2,6
"1540",101,2011-03-20,4,9,11,10,11,10,5,2,2,5,2,6
"1541",101,2011-03-21,4,9,10,11,12,10,5,2,2,5,2,6
"1542",101,2011-03-22,4,9,11,10,11,10,5,2,2,5,2,6
"1543",101,2011-03-23,4,9,11,10,11,10,5,2,2,5,2,6
"1544",101,2011-03-24,4,9,11,10,11,10,5,2,2,5,2,6
"1545",101,2011-03-25,4,9,10,10,11,10,5,2,2,5,2,6
"1546",101,2011-03-26,4,9,10,10,11,10,5,2,2,5,2,6
"1547",101,2011-03-27,4,9,10,10,11,10,5,2,2,5,2,6
"1548",101,2011-03-28,4,9,10,10,11,10,5,2,2,5,2,6
"1549",101,2011-03-29,4,9,10,10,11,10,5,2,2,5,2,6
"1550",101,2011-03-30,4,9,11,11,11,10,5,2,2,5,2,6
"1551",101,2011-03-31,4,9,10,11,11,10,5,2,2,5,2,6
"1552",102,2011-04-01,2,10,10,8,12,9,5,2,2,4,2,6
"1553",102,2011-04-02,2,10,10,8,12,9,5,2,2,4,2,6
"1554",102,2011-04-03,2,10,10,8,12,9,5,2,2,4,2,7
"1555",102,2011-04-04,2,10,10,8,12,10,5,2,2,4,2,7
"1556",102,2011-04-05,2,10,11,8,11,9,5,2,2,4,2,7
"1557",102,2011-04-06,2,10,11,9,11,9,5,2,2,4,2,7
"1558",102,2011-04-07,2,10,11,9,12,10,5,2,2,4,2,8
"1559",102,2011-04-08,2,10,11,9,11,10,5,2,2,4,2,8
"1560",102,2011-04-09,2,9,11,9,11,10,5,2,2,4,2,8
"1561",102,2011-04-10,2,10,11,9,11,10,5,2,2,4,2,7
"1562",102,2011-04-11,2,10,9,8,11,10,5,2,2,4,2,6
"1563",102,2011-04-12,2,10,11,8,11,9,5,2,2,4,2,7
"1564",102,2011-04-13,2,10,11,8,11,10,5,2,2,4,2,7
"1565",102,2011-04-14,2,10,11,10,12,10,5,2,2,4,2,7
"1566",102,2011-04-15,2,10,11,11,12,10,4,2,2,4,2,7
"1567",102,2011-04-16,2,10,11,11,12,10,4,2,2,4,2,7
"1568",102,2011-04-17,2,10,11,11,12,10,4,2,2,4,2,9
"1569",102,2011-04-18,2,10,10,10,11,10,4,2,2,4,2,8
"1570",102,2011-04-19,2,10,10,10,11,10,4,2,2,4,2,8
"1571",102,2011-04-20,2,10,11,10,11,10,4,2,3,4,2,7
"1572",102,2011-04-21,2,10,11,11,11,9,4,2,4,4,2,8
"1573",102,2011-04-22,2,10,11,11,11,9,4,2,4,4,2,7
"1574",102,2011-04-23,2,10,11,11,11,9,4,2,4,4,2,7
"1575",102,2011-04-24,2,10,11,11,11,9,4,2,4,4,2,7
"1576",102,2011-04-25,2,10,10,10,11,10,4,2,3,4,2,8
"1577",102,2011-04-26,3,10,10,11,11,10,4,2,3,4,2,6
"1578",102,2011-04-27,3,10,11,11,12,10,4,2,4,4,2,7
"1579",102,2011-04-28,3,10,11,10,11,10,4,2,4,4,2,7
"1580",102,2011-04-29,3,10,9,10,11,9,4,2,4,4,2,6
"1581",102,2011-04-30,3,10,9,10,11,9,4,2,4,4,2,6
"1582",102,2011-05-01,3,10,9,10,11,9,4,2,4,4,2,7
"1583",102,2011-05-02,3,10,10,10,11,10,4,2,4,4,2,6
"1584",102,2011-05-03,3,10,10,11,11,10,4,2,3,4,2,7
"1585",102,2011-05-04,3,10,9,10,11,10,4,2,3,4,2,8
"1586",102,2011-05-05,3,10,10,11,11,10,4,2,3,4,2,7
"1587",102,2011-05-06,3,9,11,11,11,10,4,2,2,4,2,8
"1588",102,2011-05-07,3,10,11,11,11,10,4,2,2,4,2,8
"1589",102,2011-05-08,3,10,11,11,11,10,4,2,2,4,2,6
"1590",102,2011-05-09,3,9,11,11,12,10,4,2,2,4,2,6
"1591",102,2011-05-10,2,10,11,10,11,10,4,2,2,4,2,6
"1592",102,2011-05-11,2,10,11,10,11,10,4,2,2,4,2,6
"1593",102,2011-05-12,2,10,11,10,11,10,4,2,2,4,2,6
"1594",102,2011-05-13,2,10,10,10,11,10,4,2,2,4,2,6
"1595",102,2011-05-14,2,10,10,10,11,10,4,2,2,4,2,6
"1596",102,2011-05-15,2,10,10,10,11,10,4,2,2,4,2,6
"1597",102,2011-05-16,2,10,11,10,11,10,4,2,2,4,2,6
"1598",102,2011-05-17,2,10,9,10,11,10,4,2,2,4,2,6
"1599",102,2011-05-18,2,10,11,10,11,9,4,2,2,5,2,6
"1600",102,2011-05-19,2,10,11,10,12,10,4,2,2,5,2,6
"1601",102,2011-05-20,2,10,10,10,11,10,4,2,2,5,2,6
"1602",102,2011-05-21,2,10,10,10,11,10,4,2,2,5,2,6
"1603",102,2011-05-22,2,10,10,10,11,10,4,2,2,5,2,6
"1604",102,2011-05-23,2,10,9,10,11,10,4,2,2,5,2,6
"1605",102,2011-05-24,2,10,11,10,11,10,4,2,2,5,2,6
"1606",102,2011-05-25,2,10,10,10,10,10,4,2,2,5,2,6
"1607",102,2011-05-26,2,10,10,10,11,10,5,2,2,5,2,6
"1608",102,2011-05-27,2,10,10,10,11,10,5,2,2,5,2,6
"1609",102,2011-05-28,2,10,10,10,11,10,5,2,2,5,2,6
"1610",102,2011-05-29,2,10,10,10,11,10,5,2,2,5,2,6
"1611",102,2011-05-30,2,10,11,11,11,10,5,2,2,5,2,6
"1612",102,2011-05-31,2,10,11,10,10,10,5,2,2,5,2,6
"1613",102,2011-06-01,2,10,10,10,11,10,5,2,2,5,2,6
"1614",102,2011-06-02,2,10,10,10,11,10,5,2,2,5,2,6
"1615",102,2011-06-03,2,10,9,10,11,10,5,2,2,5,2,6
"1616",102,2011-06-04,2,10,9,10,11,10,5,2,2,5,2,6
"1617",102,2011-06-05,2,10,9,10,11,10,5,2,2,5,2,6
"1618",102,2011-06-06,2,10,11,10,11,10,5,2,2,5,2,6
"1619",102,2011-06-07,4,9,11,10,11,10,5,2,2,5,2,6
"1620",102,2011-06-08,4,10,10,11,11,10,5,2,2,5,2,6
"1621",102,2011-06-09,4,10,11,10,11,10,5,2,2,5,2,6
"1622",102,2011-06-10,2,10,10,10,11,10,5,2,2,5,2,6
"1623",102,2011-06-11,2,10,10,10,11,10,5,2,2,5,2,6
"1624",102,2011-06-12,2,10,10,10,11,10,5,2,2,5,2,6
"1625",102,2011-06-13,3,10,10,10,11,9,5,2,2,5,2,6
"1626",102,2011-06-14,3,9,11,10,11,8,5,2,2,5,2,6
"1627",102,2011-06-15,4,10,10,10,11,10,5,2,2,5,2,6
"1628",102,2011-06-16,4,10,9,10,10,10,5,2,2,5,2,6
"1629",102,2011-06-17,4,10,10,10,11,10,5,2,2,5,2,6
"1630",102,2011-06-18,4,10,10,10,11,10,5,2,2,5,2,6
"1631",102,2011-06-19,4,10,10,10,11,10,5,2,2,5,2,6
"1632",102,2011-06-20,4,9,11,10,10,10,5,2,2,5,2,6
"1633",102,2011-06-21,4,10,10,10,11,10,5,2,2,5,2,6
"1634",102,2011-06-22,4,9,10,10,11,9,5,2,2,5,2,6
"1635",102,2011-06-23,4,10,10,10,11,10,5,2,2,5,2,6
"1636",102,2011-06-24,4,10,10,10,12,10,5,2,2,5,2,6
"1637",102,2011-06-25,4,9,10,10,12,10,5,2,2,5,2,6
"1638",102,2011-06-26,4,9,10,10,12,10,5,2,2,5,2,6
"1639",102,2011-06-27,4,9,10,10,11,10,5,2,2,5,2,6
"1640",102,2011-06-28,4,9,10,10,11,9,5,2,2,5,2,6
"1641",102,2011-06-29,4,9,10,11,11,10,5,2,2,5,2,6
"1642",102,2011-06-30,4,9,10,11,11,10,5,2,2,5,2,6
"1643",103,2011-07-01,2,9,13,12,11,11,5,3,2,3,5,9
"1644",103,2011-07-02,2,9,13,12,11,11,5,3,2,3,5,8
"1645",103,2011-07-03,2,9,13,12,11,11,5,3,2,3,5,8
"1646",103,2011-07-04,2,9,13,12,11,11,5,3,2,3,5,8
"1647",103,2011-07-05,2,9,12,11,11,11,5,3,2,3,5,9
"1648",103,2011-07-06,2,9,12,10,11,11,5,3,2,3,5,8
"1649",103,2011-07-07,2,9,12,10,11,11,5,3,2,3,5,8
"1650",103,2011-07-08,2,9,12,10,11,11,5,3,2,3,5,8
"1651",103,2011-07-09,2,9,12,10,11,11,5,3,2,3,5,8
"1652",103,2011-07-10,2,9,12,10,11,11,5,3,2,3,5,7
"1653",103,2011-07-11,2,9,12,10,11,11,5,3,2,3,5,8
"1654",103,2011-07-12,2,9,12,10,11,11,5,3,2,3,5,8
"1655",103,2011-07-13,2,9,12,10,11,11,5,3,2,3,5,8
"1656",103,2011-07-14,2,9,12,10,11,11,4,3,2,3,5,8
"1657",103,2011-07-15,2,9,12,11,11,11,5,3,2,3,5,8
"1658",103,2011-07-16,2,9,12,11,11,11,5,3,2,3,5,8
"1659",103,2011-07-17,2,9,12,11,11,11,5,3,2,3,5,8
"1660",103,2011-07-18,2,9,12,11,11,11,6,3,2,3,5,8
"1661",103,2011-07-19,2,9,12,11,11,11,6,3,2,3,5,8
"1662",103,2011-07-20,2,9,12,11,11,11,6,3,2,3,5,8
"1663",103,2011-07-21,2,9,12,11,11,12,6,3,2,3,5,8
"1664",103,2011-07-22,2,9,12,11,11,12,6,3,3,3,5,7
"1665",103,2011-07-23,2,9,12,11,11,12,6,3,3,3,5,8
"1666",103,2011-07-24,2,9,12,11,11,12,6,3,3,3,5,9
"1667",103,2011-07-25,2,9,12,11,11,12,6,3,3,3,5,9
"1668",103,2011-07-26,2,9,12,11,11,12,6,3,3,3,5,8
"1669",103,2011-07-27,3,9,12,12,11,12,6,3,3,3,5,9
"1670",103,2011-07-28,3,9,14,13,11,12,6,3,3,3,5,9
"1671",103,2011-07-29,3,9,12,13,11,12,6,3,3,3,5,9
"1672",103,2011-07-30,3,9,12,13,11,12,6,3,3,3,5,8
"1673",103,2011-07-31,3,9,12,13,11,12,6,3,3,3,5,6
"1674",103,2011-08-01,3,9,12,13,11,12,6,3,3,3,5,6
"1675",103,2011-08-02,3,9,12,12,11,12,6,3,3,3,5,6
"1676",103,2011-08-03,3,9,12,13,11,12,6,3,3,3,5,6
"1677",103,2011-08-04,3,9,12,13,11,12,6,3,3,3,5,6
"1678",103,2011-08-05,3,9,12,13,11,12,6,3,3,3,5,6
"1679",103,2011-08-06,3,9,12,13,11,12,6,3,3,3,5,6
"1680",103,2011-08-07,3,9,12,13,11,12,6,3,3,3,5,8
"1681",103,2011-08-08,3,9,14,12,11,12,6,3,2,3,5,8
"1682",103,2011-08-09,3,9,12,13,11,12,6,3,2,3,5,7
"1683",103,2011-08-10,3,9,12,13,11,12,6,3,2,3,5,8
"1684",103,2011-08-11,3,9,13,13,11,12,6,3,2,3,5,8
"1685",103,2011-08-12,3,9,12,13,11,12,6,3,2,3,5,8
"1686",103,2011-08-13,3,9,12,13,11,12,6,3,2,3,5,8
"1687",103,2011-08-14,3,9,12,13,11,12,6,3,2,3,5,8
"1688",103,2011-08-15,3,9,12,13,11,12,6,3,2,3,5,8
"1689",103,2011-08-16,3,9,12,13,12,12,6,3,2,3,5,8
"1690",103,2011-08-17,3,9,12,13,11,12,6,3,2,3,5,7
"1691",103,2011-08-18,3,9,12,15,11,12,6,3,2,3,5,8
"1692",103,2011-08-19,3,9,12,15,11,12,6,3,2,3,5,8
"1693",103,2011-08-20,3,9,12,15,11,12,6,3,2,3,5,8
"1694",103,2011-08-21,3,9,12,15,11,12,6,3,2,3,5,8
"1695",103,2011-08-22,3,9,12,15,11,12,6,3,2,3,5,8
"1696",103,2011-08-23,3,9,13,15,12,12,6,3,2,3,5,9
"1697",103,2011-08-24,3,9,12,15,11,12,6,3,2,3,5,8
"1698",103,2011-08-25,3,9,12,15,11,12,6,3,2,3,5,7
"1699",103,2011-08-26,3,9,13,15,12,12,6,3,2,3,5,7
"1700",103,2011-08-27,3,9,13,15,12,12,6,3,2,3,5,9
"1701",103,2011-08-28,3,9,13,15,12,12,6,3,2,3,5,7
"1702",103,2011-08-29,3,9,13,15,12,12,6,3,2,3,5,7
"1703",103,2011-08-30,3,9,12,15,11,12,6,3,2,3,5,8
"1704",103,2011-08-31,3,9,12,15,11,12,7,3,2,3,5,9
"1705",103,2011-09-01,3,9,12,15,11,12,7,3,2,3,5,8
"1706",103,2011-09-02,3,9,12,15,12,12,7,3,2,3,5,8
"1707",103,2011-09-03,3,9,12,15,12,12,7,3,2,3,5,8
"1708",103,2011-09-04,3,9,12,15,12,12,7,3,2,3,5,8
"1709",103,2011-09-05,3,9,12,15,11,12,7,3,2,3,5,7
"1710",103,2011-09-06,3,9,12,15,12,12,7,3,2,3,5,8
"1711",103,2011-09-07,5,9,13,15,11,12,7,3,2,3,5,7
"1712",103,2011-09-08,5,9,12,15,11,12,7,3,2,3,5,6
"1713",103,2011-09-09,5,9,12,15,12,12,7,3,3,3,5,6
"1714",103,2011-09-10,5,9,12,15,12,12,7,3,3,3,5,6
"1715",103,2011-09-11,5,9,12,15,12,12,7,3,3,3,5,6
"1716",103,2011-09-12,3,9,12,15,11,12,6,4,3,3,5,6
"1717",103,2011-09-13,4,9,13,15,11,12,6,4,2,3,5,7
"1718",103,2011-09-14,4,9,12,15,11,12,6,2,2,3,5,6
"1719",103,2011-09-15,3,9,13,15,11,12,6,2,2,3,5,7
"1720",103,2011-09-16,3,9,13,15,11,12,6,2,2,3,5,6
"1721",103,2011-09-17,3,9,13,15,11,12,6,2,2,3,5,6
"1722",103,2011-09-18,3,9,13,15,11,12,6,2,2,3,5,6
"1723",103,2011-09-19,3,9,13,15,11,12,6,3,2,3,5,6
"1724",103,2011-09-20,3,9,13,15,11,12,6,2,2,3,5,6
"1725",103,2011-09-21,3,9,13,15,12,12,6,3,2,3,5,7
"1726",103,2011-09-22,3,9,14,15,11,12,6,2,2,3,5,6
"1727",103,2011-09-23,3,9,13,15,11,12,6,2,2,3,5,6
"1728",103,2011-09-24,3,9,13,15,11,12,6,2,2,3,5,7
"1729",103,2011-09-25,3,9,13,15,11,12,6,2,2,3,5,7
"1730",103,2011-09-26,3,9,14,15,12,12,8,2,2,3,5,6
"1731",103,2011-09-27,3,9,13,15,11,12,7,2,2,3,5,6
"1732",103,2011-09-28,3,9,13,15,11,12,7,2,2,3,5,7
"1733",103,2011-09-29,3,9,13,15,11,12,7,2,2,3,4,6
"1734",103,2011-09-30,3,9,14,15,11,12,7,2,2,3,4,6
"1735",104,2011-10-01,2,8,12,12,11,11,4,3,2,4,3,7
"1736",104,2011-10-02,2,8,12,12,11,11,4,3,2,4,3,7
"1737",104,2011-10-03,2,8,12,12,11,11,4,3,2,4,3,6
"1738",104,2011-10-04,2,8,12,12,11,12,4,3,2,4,3,6
"1739",104,2011-10-05,2,8,12,12,11,11,4,3,2,4,3,7
"1740",104,2011-10-06,2,8,12,11,11,11,4,3,2,4,3,7
"1741",104,2011-10-07,2,8,12,10,11,11,5,3,2,4,3,7
"1742",104,2011-10-08,2,8,12,10,11,11,5,3,2,4,3,7
"1743",104,2011-10-09,2,8,12,10,11,11,5,3,2,4,3,7
"1744",104,2011-10-10,2,8,13,10,12,11,5,3,2,4,3,7
"1745",104,2011-10-11,2,8,12,10,11,11,5,3,2,4,3,7
"1746",104,2011-10-12,2,8,13,11,11,11,5,3,2,4,3,7
"1747",104,2011-10-13,2,8,12,11,11,11,5,3,2,4,3,7
"1748",104,2011-10-14,2,8,13,10,12,11,4,3,2,4,3,7
"1749",104,2011-10-15,2,8,13,10,12,11,4,3,2,4,3,5
"1750",104,2011-10-16,2,8,13,10,12,11,4,3,2,4,3,7
"1751",104,2011-10-17,2,8,12,10,11,11,5,3,2,4,3,6
"1752",104,2011-10-18,2,8,12,10,12,12,6,3,2,4,3,7
"1753",104,2011-10-19,2,8,12,10,11,11,6,3,2,4,3,6
"1754",104,2011-10-20,2,8,12,11,12,11,6,3,2,4,3,6
"1755",104,2011-10-21,2,8,12,10,12,12,6,3,2,4,3,7
"1756",104,2011-10-22,2,8,12,10,12,12,6,3,2,4,3,7
"1757",104,2011-10-23,2,8,12,10,12,12,6,3,2,4,3,7
"1758",104,2011-10-24,2,8,13,10,11,12,6,3,3,4,3,6
"1759",104,2011-10-25,2,8,12,10,12,12,6,3,3,4,3,8
"1760",104,2011-10-26,2,8,12,10,10,12,6,3,3,4,3,7
"1761",104,2011-10-27,3,9,12,12,11,13,6,3,3,4,3,9
"1762",104,2011-10-28,3,8,12,12,11,12,6,3,3,4,3,9
"1763",104,2011-10-29,3,9,12,12,11,12,6,3,3,4,3,9
"1764",104,2011-10-30,3,9,12,12,11,12,6,3,3,4,3,9
"1765",104,2011-10-31,3,9,11,12,11,12,6,3,4,4,3,9
"1766",104,2011-11-01,3,8,12,12,11,12,6,3,3,4,3,8
"1767",104,2011-11-02,3,9,12,12,12,12,6,3,3,4,3,8
"1768",104,2011-11-03,3,9,12,12,11,12,6,3,3,4,3,8
"1769",104,2011-11-04,3,9,12,12,12,12,6,3,3,4,3,9
"1770",104,2011-11-05,3,9,12,12,12,12,6,3,3,4,3,8
"1771",104,2011-11-06,3,9,12,12,12,12,6,3,3,4,3,9
"1772",104,2011-11-07,3,9,12,12,12,13,6,3,3,4,3,9
"1773",104,2011-11-08,3,9,14,12,11,12,6,3,2,4,3,9
"1774",104,2011-11-09,3,9,12,12,11,12,6,3,2,4,3,8
"1775",104,2011-11-10,3,9,13,12,11,12,6,3,4,4,3,9
"1776",104,2011-11-11,3,9,12,12,11,12,6,3,2,4,3,8
"1777",104,2011-11-12,3,9,12,12,11,12,6,3,2,4,3,8
"1778",104,2011-11-13,3,9,12,12,11,12,6,3,2,4,3,8
"1779",104,2011-11-14,3,9,12,12,12,12,6,3,2,4,3,8
"1780",104,2011-11-15,3,9,12,12,11,12,6,3,2,4,3,9
"1781",104,2011-11-16,3,9,12,13,11,12,6,3,2,4,3,8
"1782",104,2011-11-17,3,9,12,13,11,11,6,3,2,4,3,7
"1783",104,2011-11-18,3,9,12,15,11,12,6,3,2,4,3,8
"1784",104,2011-11-19,3,9,12,15,11,12,6,3,2,4,3,8
"1785",104,2011-11-20,3,9,12,15,11,12,6,3,2,4,3,8
"1786",104,2011-11-21,3,9,12,15,11,12,6,3,2,4,3,7
"1787",104,2011-11-22,3,9,12,15,11,12,6,3,2,4,3,7
"1788",104,2011-11-23,3,9,12,15,12,12,6,3,2,4,3,7
"1789",104,2011-11-24,3,9,12,15,11,12,6,3,2,4,3,8
"1790",104,2011-11-25,3,9,12,15,11,12,6,3,2,4,3,8
"1791",104,2011-11-26,3,9,12,15,11,12,6,3,2,4,3,8
"1792",104,2011-11-27,3,9,12,15,11,12,6,3,2,4,3,8
"1793",104,2011-11-28,3,9,12,15,11,12,6,3,2,4,3,8
"1794",104,2011-11-29,3,9,12,16,11,12,6,3,2,4,3,7
"1795",104,2011-11-30,3,9,12,15,11,13,6,3,2,4,3,9
"1796",104,2011-12-01,3,9,13,15,12,12,6,3,2,4,3,7
"1797",104,2011-12-02,3,9,12,15,11,12,6,3,2,4,3,8
"1798",104,2011-12-03,3,9,12,15,11,12,6,3,2,4,3,8
"1799",104,2011-12-04,3,9,12,15,11,12,6,3,2,4,3,7
"1800",104,2011-12-05,3,9,12,15,12,12,6,3,2,4,3,8
"1801",104,2011-12-06,3,9,12,15,11,12,6,3,2,4,3,7
"1802",104,2011-12-07,3,9,12,15,11,12,6,3,2,4,3,8
"1803",104,2011-12-08,4,9,13,15,12,12,5,3,3,4,3,7
"1804",104,2011-12-09,4,9,13,15,12,12,5,3,2,4,3,7
"1805",104,2011-12-10,4,9,13,15,12,12,5,3,2,4,3,7
"1806",104,2011-12-11,4,9,13,15,12,12,5,3,2,4,3,7
"1807",104,2011-12-12,4,9,12,15,11,12,5,3,3,4,3,7
"1808",104,2011-12-13,4,9,12,16,11,12,5,4,3,4,3,6
